Filename,CorrectTotalLabel,ProductType_AdultMilk,ProductType_Babyfood,ProductType_Babymilk-powder,ProductType_BeehoonVermicelliMeesua,ProductType_BiscuitsCrackersCookies,ProductType_Book,ProductType_Breakfast-cereals-cornflakes,ProductType_Canned-Packet-Creamers-Sweet,ProductType_CerealBeverage-powder,ProductType_CerealBeverage-powder-,ProductType_ChilliSauce,ProductType_Coffee,ProductType_CornChip,ProductType_FlavoredMilk,ProductType_Flour,ProductType_FruitJuice,ProductType_HoneyOtherSpreads,ProductType_InstantMeals,ProductType_InstantNoodles,ProductType_Kaya,ProductType_MaternalMilkPowder,ProductType_Milo-powder-,ProductType_NutellaChocolate,ProductType_Nuts,ProductType_Oil,ProductType_OtherBakingNeeds,ProductType_OtherDriedFood,ProductType_OtherNoodles,ProductType_OtherSauceDressingSoupbasePaste,ProductType_Pasta,ProductType_Peanutbutter,ProductType_PotatoSticks,ProductType_PotatochipsKeropok,ProductType_Rice(brown-others),ProductType_RolledOatsInstantOatmeal,ProductType_Salt,ProductType_Sardines,ProductType_SoftDrinks,ProductType_Sugar,ProductType_SweetsChocolatesOthers,ProductType_Tea-powder-leaves-,ProductType_WetWiper,Weight_1-99g,Weight_100-199g,Weight_1000-1999g,Weight_200-299g,Weight_300-399g,Weight_3000-3999g,Weight_400-499g,Weight_500-599g,Weight_600-699g,Weight_700-799g,Weight_800-899g,Weight_900-999g,HalalStatus_Halal,HalalStatus_NonHalal,HealthStatus_Healthy,HealthStatus_NonHealthy
IMG_0391_jpeg.rf.dfe6f12d0802ca3dd7b1915d7d7256e5,Babyfood_100-199g_NonHalal_NonHealthy,-3.7213697,9.642904,-2.7652452,-0.41369244,-2.55581,-6.5621047,-6.9853935,-4.9798737,-3.7297688,-3.915574,-3.8590105,-2.1398432,-5.166814,-4.977127,-2.5435278,-6.3979564,-2.4712818,-2.0669541,-2.599114,-4.6354194,-2.0921326,-4.143196,-2.283992,-0.7967534,-6.390233,-1.7830224,-2.146779,-2.5042706,0.8275935,-2.6626368,-2.7192674,-4.73549,-4.1286564,-2.7593515,-6.1973205,-4.7658195,-1.9602122,-6.513581,-4.5915647,-2.1679401,-2.5410109,-4.516524,-1.4254676,8.825224,-4.155448,0.58873475,-0.6427498,-4.978723,-3.654405,-3.1358416,-3.237555,-3.3295221,-5.7534394,-2.5477111,-4.928634,3.58395,-5.414975,4.602372
20231222_0753,OtherSauceDressingSoupbasePaste_200-299g_NonHalal_NonHealthy,-4.0673366,-0.8961376,-2.8202763,-0.6112662,1.4527713,-4.4401155,-5.792156,-4.7068763,-3.756107,-3.9493577,-3.290503,-1.6356852,-2.7421854,-4.7393913,-2.5342453,-2.7871335,-2.7619338,-4.6255865,-3.4317548,-3.0775702,-2.0096443,-4.2168784,-2.7769022,-2.7947965,-3.9084759,-3.9874613,-0.80181485,-1.5663847,6.8520646,0.11414046,-2.5155015,-3.314808,-2.9380717,-3.2236536,-3.662606,-2.260693,-3.1521683,-1.0191181,-3.4901931,-0.44309673,-3.2461617,-3.9684103,-0.78919095,-0.95116836,-3.510756,8.483582,-2.3780782,-3.7329795,-3.0187829,-0.34823504,-2.14976,-3.0555716,-3.4323554,-3.8739917,-4.7307005,4.065245,-4.6346216,4.515616
output_frame_0291,BiscuitsCrackersCookies_100-199g_NonHalal_NonHealthy,-4.1501946,-1.2689557,-3.6319244,-2.6498744,8.129276,-3.9825988,-5.086286,-3.1498263,-2.904156,-4.3489623,-3.6211448,-2.6698806,-3.3302174,-4.123462,-3.5771158,-3.6385665,-2.493945,-2.0589442,-1.2048306,-2.0807393,-3.0471704,-3.6697757,-1.8357251,-0.8318086,-3.8163364,-3.2736914,-1.2406147,-2.0423121,-3.051136,-1.0847391,-3.8033087,-2.3587267,-2.31679,-0.74083227,-2.8871148,-4.150003,-1.796696,-5.3767166,-2.831631,-0.95930326,-1.7243092,-2.452274,-0.89055026,6.6170216,-3.5350788,-1.0926435,-0.3143065,-3.7085946,-0.2178518,-2.0301144,-3.9745314,-3.0349243,-3.2763188,-4.1672792,-3.2565277,2.2365508,-5.203589,5.048858
output_frame_0472,CerealBeverage-powder_300-399g_Halal_Healthy,-1.4761169,0.17569697,-1.3709505,-1.0435946,0.25359362,-4.4223685,-2.4038482,-2.5520933,8.478655,0.20019643,0.10830868,-2.1530905,-4.442205,-1.4581268,-2.9664383,-5.4313903,-3.886601,-4.1019707,-3.8034754,-1.8872491,-3.0021462,-3.0402312,-1.6053324,-0.57368445,-1.7300345,-3.6816695,-5.0268865,-3.2994366,-3.0702655,-2.0989752,-1.1491684,-3.1407151,-1.6140901,-0.20881525,-1.1721538,-4.31559,-5.933559,-0.8426163,-3.6995304,-2.8959656,-3.5693817,-4.4858255,-1.6761597,-1.6317568,-3.209392,0.56301737,8.263957,-4.483802,-1.7345425,-0.62198585,-2.7524881,-1.9588928,-1.8269821,-3.3318565,2.5876143,-3.1882699,2.488355,-3.6745696
IMG_2029_jpeg.rf.2348a1ebe21f8fa66ed8afd8d77f7205,BiscuitsCrackersCookies_1-99g_NonHalal_NonHealthy,-1.7618673,-2.6962833,-3.7283535,-2.2692,8.524194,-3.3316638,-4.668007,-4.370786,-4.410993,-3.64232,-3.0469606,-3.4126737,-2.0431895,-3.7934504,-3.011708,-4.868613,-1.2567785,-3.9368753,-2.272802,-4.388401,-0.089180395,-3.2925272,-2.502629,-2.9979043,-2.9964523,-2.62154,-4.057857,-1.6199197,-1.3643712,-2.7370112,-4.491978,-2.0673926,0.2087894,-3.050196,-2.926758,-4.0743017,-2.1717095,-6.9348874,-2.7492478,-0.98629254,-1.1823027,-3.2668006,7.288456,-0.7743703,-2.3650205,-2.4758987,-0.8737683,-3.8504572,-0.5138379,-0.863377,-3.3891022,-4.51385,-2.4812622,-4.6298122,-4.9188786,3.274178,-5.005517,4.818921
WIN_20231207_11_17_08_Pro,RolledOatsInstantOatmeal_400-499g_Halal_Healthy,-2.6889472,-3.1621222,-2.3872175,-2.2433627,0.3935041,-1.5021694,-0.10921664,-1.1657649,-1.3281438,-1.6900434,-3.399796,-1.7766349,-4.293788,-1.919759,-2.9674358,-4.433378,-4.1856093,-3.8257787,-3.5723948,-3.3245895,-4.012141,-1.8705903,-5.031332,-2.4567704,-2.7652695,-2.367892,-4.9001703,-2.0253372,-2.8271842,-2.0639524,-3.5899844,-3.08725,-3.1280594,0.9167842,8.469254,-4.480922,-4.1020064,-1.8051921,-2.6553042,-3.1148329,-4.3114786,-4.613094,-1.5029715,-1.9666805,-0.66342324,-2.073183,-2.3950558,-5.5393286,6.1731787,-1.558685,-3.8198287,-1.7228403,-0.78058696,-1.3234053,3.5180058,-4.303221,2.2404583,-2.793688
IMG_2126_jpeg.rf.8b10f2256630589ef37c64402cb8ce41,BiscuitsCrackersCookies_500-599g_NonHalal_NonHealthy,-3.099715,-3.384051,-3.6103384,-2.8893967,6.9126854,-5.3117313,-5.243803,-5.1060314,-3.4633574,-1.8991708,-2.826079,-2.9597151,-3.1684964,-5.227853,-2.5895054,-5.003088,-2.0591707,-4.51274,-2.9770947,-5.07895,-2.1809833,-4.455436,-2.4040005,-3.7464492,-3.450371,-2.7551513,-3.980888,0.014146518,-1.9964083,-0.11417317,-3.5402298,-3.6992426,-0.7905532,-4.3394012,-2.317841,0.027230628,-3.6428103,-5.5729218,-2.9618392,-1.1252437,-2.8924818,-3.231969,-1.3673822,-0.10384834,-2.5570657,-1.785292,0.023664683,-3.817536,-2.483465,7.8397474,-2.461214,-3.9643464,-2.453548,-4.47163,-4.099911,3.170724,-4.706793,4.6001644
20231222_0717,SoftDrinks_200-299g_Halal_Healthy,-3.8705592,-1.3908353,-0.017820392,-1.6326044,-2.1711333,-3.2310052,-2.2638185,-2.9748049,-0.37953368,-1.4802439,-2.1815581,0.78658986,-3.795795,-2.0304546,-3.94705,-0.9359304,-4.009892,-3.1440322,-3.465386,-1.4044851,-3.638248,-3.832008,-4.4490113,-2.4720898,-3.1696622,-3.7091613,-2.6239486,-2.9186378,-0.19651468,-0.74820614,-1.8441662,-3.9481988,-3.8102596,-2.3751888,0.004741624,-2.0702367,-3.4830942,7.9167886,-3.8815355,-0.9107465,-3.99295,-4.130484,-2.516404,-1.7090943,-4.1348195,7.9901876,-0.59441257,-4.4683533,-0.791641,-0.948147,-3.1751256,0.011134451,-1.5912645,-2.5273616,3.8024035,-3.524617,3.1605854,-3.4639065
IMG_3411_jpeg.rf.8b4aa9731289f1ee81e6f1f3659b9c86,Nuts_100-199g_Halal_NonHealthy,-2.9738953,0.41703486,-2.9949572,-1.8613496,0.09942754,-4.253716,-3.2787178,-4.769923,-3.6876876,-1.7819501,-2.7478151,-1.4559187,-5.028151,-2.1823506,-3.7999384,-4.508607,-2.7185104,0.4159452,-1.9934858,-3.4430487,-4.1171684,-4.277275,-4.9568496,7.70439,-3.4402316,-2.9699554,-3.1324716,-2.3082902,-2.8468266,-2.5544755,-4.1284666,-3.551312,-1.319316,-3.8508513,-3.397308,-2.8971603,-3.7144399,-5.0576005,-2.9828315,-2.3306842,0.055556573,-2.6994946,-0.031935506,8.160395,-3.3132863,-2.2956247,0.07954342,-4.9848127,-2.7795217,-1.6252381,-2.6735034,-2.9001737,-3.9009106,-4.0377755,2.6426632,-3.5458312,-2.1099508,2.1664019
IMG_6867_jpeg.rf.63faeace931cf3234afddd5e522ff621,OtherBakingNeeds_400-499g_NonHalal_NonHealthy,-4.390555,-0.67221105,-1.4800637,-2.4390144,-0.93562025,-4.6922126,-2.4451044,-3.526944,-5.1183357,-4.4946012,-4.8258567,-2.5781243,-5.3767376,-4.0032363,-2.5408812,-7.00021,-2.7282188,-4.1361747,-3.3239062,-5.211176,-1.4308388,-1.9649234,-3.2601953,-2.3216553,-5.3328447,6.880071,-5.0910673,-1.0660499,-3.0954087,-1.0732458,-1.4000133,-5.98599,-3.845021,-2.9402676,-2.2860596,-5.7744584,-1.4732443,-7.2931004,-2.7820354,-1.5244665,-2.754515,-5.193596,-1.5702591,-1.5231155,-0.37406996,-2.6650426,-2.078163,-5.2437615,6.8412466,-3.2402177,-2.9735296,-4.341637,-2.9329407,-1.4245763,-4.538346,3.9632466,-3.3008685,3.2127917
20231215_output_frame_0128,WetWiper_100-199g_NonHalal_NonHealthy,-4.521253,-2.8837304,-4.8243766,-2.551149,-0.51095426,-1.2003255,-5.4295325,-4.8989663,-5.0595427,-5.1225085,-3.9175727,-3.2348337,0.18871334,-4.580405,-3.123037,-4.5886164,-1.8633883,-2.5814776,-1.2198673,-4.3074255,-3.5041845,-3.1176622,-2.700446,-1.2454696,-4.291762,-3.4383943,-1.4808015,-2.4937394,-3.7506227,5.671971,-3.522657,-1.6146077,-4.2785525,-2.4603379,-2.4043334,-1.7049962,-3.68751,-5.346847,-3.1907666,-1.2665615,-2.4382613,7.706273,-1.3709508,6.562215,-3.3359873,-2.4445024,-3.268591,-4.0414557,-1.7960563,4.433315,-4.0914063,-3.0737114,-4.577218,-4.041303,-4.0577335,3.4884343,-4.413019,4.3147664
IMG_5674-1-_jpeg.rf.b36d574fd9f3c1cbff03debcf8572bc0,InstantNoodles_400-499g_Halal_NonHealthy,-2.584987,-3.254529,-3.320686,-1.3054607,-0.13174318,-4.157909,-0.0739067,-1.3624777,-5.490539,-3.464372,-3.7014978,-2.1392338,-5.1567183,-4.374995,-4.0894494,-3.7526672,-2.4458423,1.024673,9.1089115,-1.6377995,-2.1051211,-3.162484,-4.8212423,-3.3865309,-2.0495055,-2.6905742,-3.8763297,-1.1400597,-4.374993,-0.1875152,-2.6555214,-2.6867187,-3.131788,-1.5193033,-3.0996954,-3.6174033,-2.5921519,-5.0066395,-2.9313965,-2.8070605,-2.7337823,-3.1735334,-0.8607984,-0.1341422,-4.2917085,-1.0171995,-2.1477947,-5.451734,7.796135,-2.8592503,-2.3824058,-3.336745,-3.177623,-3.6513503,3.8665206,-3.779075,-3.9942815,3.7237182
20231215_output_frame_0279,PotatoSticks_1-99g_Halal_NonHealthy,-1.9808968,-2.4919636,-3.5369236,-1.9647081,2.1989005,-0.23625274,-3.906845,-3.0046713,-3.9122453,-3.8567538,-3.3969436,-3.3188484,0.735116,-3.9932153,-2.6777492,-3.4850101,-2.3856611,-2.5462465,-2.1952107,-2.7052555,-1.9270741,-4.0744247,-3.6034005,-2.1718113,-2.5999782,-4.0086846,-3.7386541,-3.442612,-1.6789708,-0.94389653,-3.3661406,6.0325093,-2.340581,3.240509,-0.81012475,-3.5762215,-2.5264711,-4.292054,-2.8774912,-2.1456676,-2.2150054,0.01687427,5.367528,1.4456574,-3.386423,-2.0479121,-2.1757293,-4.78322,1.4904534,-1.4942256,-3.2409503,-2.919507,-3.5402243,-3.4492388,0.8730055,-1.9861695,-4.085082,3.6827126
IMG_2196_JPG.rf.d34148cc78880a189e06af5a66e34bbd,BeehoonVermicelliMeesua_1-99g_Halal_NonHealthy,-2.1102223,0.335047,-3.4053526,8.000936,-1.8181436,-3.2335305,-4.2490463,-4.513725,-5.162272,-2.92764,-1.952877,-3.7893457,-2.9800637,-3.1978357,-1.891812,-3.9576392,-2.1586654,-2.1202807,-2.4467516,-1.8871602,-4.1150084,-4.3351636,-5.7406774,0.138202,-1.6609728,-4.236194,-4.3086166,-1.1551164,-1.5251389,-3.0893347,-4.3298607,-2.6204422,-0.020960841,-2.957767,-2.881058,-1.997757,-3.5904713,-4.5591683,-3.6886153,-1.2591392,-3.5849874,-4.12475,6.325121,-1.3391039,-3.474413,0.4921362,-0.12102583,-4.5981474,-1.3208859,-1.2722598,-3.5432384,-3.9007335,-2.9644182,-3.9591784,3.3130813,-3.77271,-4.6553326,3.807682
IMG_6416_jpeg.rf.b2e584eebac03fd0ec7a4c5d5d9396b9,Coffee_200-299g_Halal_NonHealthy,-4.735494,-1.9202608,-1.8605611,-4.5264497,-1.7774869,-5.957291,-5.129153,-2.7579362,-5.8878174,-1.4567949,-3.0009775,7.926497,-3.9244227,-3.6072323,-4.4266195,-2.5673163,-0.15804918,-2.9916668,-4.146581,-3.4893293,-1.7848878,-4.1732097,-3.62034,-4.4416423,-2.7534816,-3.6307855,-3.8962271,-2.2686381,2.0121653,-2.2200031,-1.2047801,-4.392397,-3.9917707,-4.2023034,-2.6140308,-4.207218,-2.0816207,-1.4592786,-2.124569,-2.0620766,-2.1441722,-5.043552,-2.3749576,-1.3730794,-3.5347419,6.351479,-1.9649379,-5.2016344,-1.1121278,-2.4868462,-0.13922675,0.122877136,-2.4926372,-4.3381243,2.703807,-4.1518474,-3.7841423,3.2955575
IMG_9739_JPG.rf.9175da370848fb120aa6b8e805860df9,RolledOatsInstantOatmeal_500-599g_Halal_NonHealthy,-0.21884882,-4.5486073,-3.4785545,-2.8405395,0.37796646,-5.3343434,-3.8524327,-4.165957,-4.6623425,2.071061,-2.9884963,-3.14261,-6.0901093,-4.7886734,-2.3259544,-4.956921,-4.3621283,-4.0615263,-4.9790306,-7.0520067,-4.491831,-4.556311,-7.0496454,-5.053354,-1.0869164,-2.9924746,-6.939235,0.65646195,-2.0914772,-3.581427,-5.1606107,-5.8676744,-3.768419,-4.415632,9.480255,-1.0506004,-5.6665225,-5.4146996,-3.1575065,-2.5929148,-6.471645,-5.892794,-3.8748522,-4.6121473,0.6066347,-3.154372,-3.0760248,-6.717317,-0.76994485,7.4325767,-2.3071394,-2.734271,0.84701496,-2.8015482,4.403762,-5.558577,-3.241513,2.124549
IMG_2291_JPG.rf.0a9eee31c5d4eeff5ee5ddfad9047e7f,BeehoonVermicelliMeesua_300-399g_Halal_NonHealthy,-2.4974897,-1.7651365,-2.0661721,8.045644,-0.067549974,-4.4365478,-2.8683345,-3.0499833,-2.285208,-2.316429,-0.28965494,-3.2242424,-3.943141,-2.7898102,-2.6929264,-4.2335668,-2.4561872,-2.0211637,-2.593177,-2.4086928,-2.726943,-3.6281536,-2.8815947,-0.86154014,0.049918734,-3.4503026,-4.199166,-0.6177346,-1.8013009,-1.3068447,-2.530862,-2.4831645,-1.3468761,-2.46694,-2.650737,-2.2976165,-3.4493577,-3.202776,-2.4422255,-2.8719687,-2.972501,-4.384019,0.008576248,-1.675968,-3.3138633,1.0275887,4.898391,-3.7557023,-1.1453913,-1.5895901,-2.5875425,-3.38312,-1.0196612,-3.5492184,1.3041896,-1.7331104,-2.4047318,2.2237267
20231222_0338,BiscuitsCrackersCookies_200-299g_NonHalal_NonHealthy,-3.473291,-1.2263348,-2.1243997,-1.5023049,7.364557,-4.825041,-4.92086,-3.6685998,-2.8455029,-3.0989132,-3.6317117,-0.46884704,-3.7629752,-3.8986392,-3.0045362,-2.9173317,-3.0048385,-3.5378356,-0.9874655,-3.582719,-2.1052232,-3.3562799,-2.697718,-1.5255305,-3.7892914,-2.4738498,-1.3001088,-1.92979,-0.42928526,-0.3692873,-3.3590019,-3.5775723,-2.9482248,-3.0736105,-3.4116142,-2.922811,-2.9884825,-2.9382596,-2.5135684,0.16647647,-1.51428,-3.268228,-2.3570392,-0.3091433,-3.3610458,7.825345,-0.88123894,-2.94547,-1.6908522,-2.0135016,-1.8119695,-3.0333436,-2.3503366,-3.7728715,-3.3595676,2.5236182,-4.555947,4.385107
2023_8_11_12_11_4_819915_png.rf.9167759b9d18ca22f7217c6f4555ff7a,Tea-powder-leaves-_1-99g_NonHalal_NonHealthy,-1.3060565,-1.7822692,-1.8297427,-3.6084726,-0.23304383,-2.1669378,-4.6365438,-4.768916,-3.9811618,-4.7705626,-4.5775685,-1.1871967,-2.2035239,-0.2988187,-2.8170967,-5.7653184,-1.3760654,-4.389715,-3.6958635,-4.1149125,-0.91003466,-2.478814,-2.6727755,-0.4396179,-3.6900551,-0.5914985,-3.9027226,-2.434229,-2.4025717,-3.251407,-2.280634,-3.6407893,-0.2499203,-3.6800854,-4.2198033,-3.7426198,-4.1429434,-6.131338,-0.53696084,0.35780707,3.986289,-4.030884,6.789273,-0.9990739,0.36945468,-2.0938094,-3.7016299,-3.192552,-0.3275024,-3.4585977,-1.3737311,-3.173024,-3.0218647,-3.8105853,-4.2068543,2.9452624,-3.3560443,3.4075534
Crackers_300-399g_0311_NonHalal_1_png.rf.c051cfbc5200cba2925fb2c7f128cc79,BiscuitsCrackersCookies_300-399g_NonHalal_NonHealthy,-3.8769014,-2.3175235,-2.7863736,-0.70527023,6.7064924,-4.915056,-4.8397784,-3.1307414,-1.2177091,-2.0515578,-1.3824775,-2.8506062,-3.2912881,-3.3249624,-2.3675282,-4.5546293,-1.512721,-4.007262,-3.0727637,-4.024637,-2.2714944,-2.6909287,0.13219658,-1.2077925,-2.277447,-1.8599087,-4.13789,-0.005343978,-1.6313238,-0.056854285,-1.7020642,-3.1989427,-2.8587754,-2.9792686,-2.6180973,-4.1821456,-0.62412804,-4.7965255,-2.9323816,-2.0903327,-3.0738065,-3.3206017,-2.091538,-0.04131891,-2.4964058,-0.51033163,6.918947,-3.5241988,-1.6091009,-0.19499546,-2.8451805,-3.2765326,-2.1051338,-3.7194538,-4.21645,2.9441662,-3.091508,3.0887148
IMG_0184_jpeg.rf.446d62343e17b8ef909b6f0ff4530699,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,-1.7173191,-1.6127495,-2.5829518,-2.2607036,-1.2677662,-2.9630148,-3.7666724,-5.3466682,-3.7100632,-4.01289,-3.9609268,-2.7802958,-1.8241928,-3.6026788,-0.11759804,-6.10729,-2.2634513,-3.8048098,-3.467026,-3.115882,-1.2694764,-3.110144,-3.5760267,-0.5509599,-4.190034,0.9225594,-3.9576378,0.64841795,-2.4814577,-1.3756527,-2.645354,-3.6526241,0.70878375,-3.3365555,-3.4461613,-2.8987424,-2.951319,-5.8223577,-1.0738713,5.779996,-1.390777,-3.1285632,5.039064,-1.6553472,-1.1192161,-2.7262998,-2.5604453,-2.4484403,0.07163233,0.3724346,-2.6563,-3.8920593,-3.121227,-2.239161,-4.028169,3.3396864,-4.201295,3.9064426
IMG_2123_jpeg.rf.a93bd2dcfbd279d028e05fa8e0c404b1,BiscuitsCrackersCookies_500-599g_NonHalal_NonHealthy,-2.4430788,-3.2490015,-3.6929352,-1.9519078,6.626637,-5.7905183,-5.5755177,-5.180303,-3.9184022,-1.015024,-2.7289681,-4.1268587,-3.0596359,-5.7210364,-1.4370955,-5.1972065,-2.4681025,-4.9047227,-3.592662,-4.952105,-2.5402646,-4.781239,-3.168093,-3.5082695,-3.5602527,-2.9460893,-4.670768,0.35753283,-0.5449377,-1.184798,-4.064663,-3.9629452,-0.91371083,-4.193047,-1.751146,1.0832478,-3.640996,-6.1906734,-3.0508988,-0.90718913,-3.560835,-3.6120064,-1.034586,-1.5474511,-1.9363128,-2.367116,-1.2093036,-3.8944192,-2.406799,9.643324,-2.8686616,-4.280268,-2.08826,-4.6103578,-3.5736694,2.4825428,-5.3908534,5.1308994
IMG_5577_jpeg.rf.00fd5522a3c558927544a3563fbcaf10,BiscuitsCrackersCookies_400-499g_Halal_NonHealthy,-3.7841587,-3.1423588,-2.4172904,-1.7036127,7.375817,-4.8155603,-2.258585,-1.5332038,-4.996023,-2.0515168,-3.7955203,-1.1951433,-4.868836,-4.15455,-3.0564806,-3.4671426,-2.925951,-1.852064,0.029346317,-3.4385977,-2.7753928,-3.6867115,-4.907659,-3.5780172,-2.8458402,-1.895889,-4.567718,-2.0943012,-2.9745886,-2.388372,-3.197674,-2.583513,-4.1095004,-1.5826412,0.08857992,-4.8499384,-1.9560535,-4.6822534,-2.0991344,-2.67677,-2.8744192,-4.0529203,-1.1962813,-0.57768154,-2.1205904,-0.17341869,-2.3986242,-5.0704513,5.8802614,-2.65594,-2.872718,-3.4680915,-1.7854053,-3.199247,4.0124626,-4.6722817,-3.3807824,2.9762566
IMG_7024_jpeg.rf.9ece2833155694cd5228f48141e86772,SweetsChocolatesOthers_100-199g_NonHalal_NonHealthy,-4.7138124,0.5674205,-4.318624,-0.8519733,-1.492505,-5.4210844,-6.1496873,-5.690441,-5.2403326,-5.2912602,-5.616818,-2.6191976,-3.4468992,-5.1981773,-1.7081745,-6.200774,-3.676512,-2.2886677,-2.7430453,-4.7614517,-3.7890134,-3.4143646,-3.5237281,-1.0870773,-6.4197106,-1.0503265,-1.2660661,0.4308374,-2.565511,-0.5381257,-4.052988,-5.0533776,-4.0181675,-4.1618314,-4.3408093,-3.638582,-4.0113025,-6.8009815,-0.2339835,7.7322545,-1.8890097,-2.6114452,-2.0522177,7.4105215,-3.256369,-1.3187097,-3.1141999,-2.0406132,-1.6293694,-0.98690534,-3.885722,-3.2660282,-4.606909,-2.5746322,-5.581461,4.7111664,-5.9474463,5.5865035
20231222_0653,SoftDrinks_200-299g_Halal_Healthy,-4.09266,-1.2374008,-0.23115413,-1.3313786,-1.6455216,-2.5670695,-2.6229367,-3.135146,-0.94372195,-1.8932683,-2.4381154,0.19196314,-3.0183825,-2.0145476,-4.138932,-0.40171742,-4.032386,-3.002479,-3.4956017,-1.0505018,-3.8951323,-3.7697284,-4.7587037,-2.2318742,-3.590014,-3.690256,-2.1075711,-2.6128907,-0.6639571,-0.8725392,-2.3897138,-3.6881082,-3.8015275,-1.9479862,0.0105318315,-1.8166368,-3.3713455,8.059744,-3.8716757,-0.043858506,-3.770415,-3.6187482,-1.4946045,-1.3340764,-4.496051,8.114587,-1.2539316,-4.32364,-0.86032236,-1.1973395,-3.53589,0.2357986,-1.6566585,-2.4107325,3.6283364,-3.2827294,2.806381,-3.136636
output_frame_0284,BiscuitsCrackersCookies_100-199g_NonHalal_NonHealthy,-3.3806183,0.048410177,-3.3387835,-1.6732123,6.454858,-4.0934525,-4.567964,-3.3648212,-2.2816036,-3.5924666,-3.2328908,-2.512087,-3.2998095,-3.6992247,-2.8803968,-3.1897032,-2.594011,-1.7692752,-1.1403748,-2.4577107,-2.7571094,-3.1051598,-1.6643293,-0.5376832,-4.023346,-2.620279,-0.53150326,-1.7277422,-2.804013,-1.3571537,-3.863337,-2.5319533,-1.8780009,-0.97701806,-3.1461535,-2.9302921,-1.9447578,-4.9624066,-2.8061047,-0.81492525,-1.3563223,-2.2079878,-0.79544294,6.3839607,-2.98732,-1.1652989,-0.6836057,-3.1837354,-1.0048623,-1.0640459,-3.4476042,-2.5767195,-3.124009,-3.6677742,-3.7414706,2.8378358,-4.5737886,4.3413033
IMG_2299_JPG.rf.0a2097c42c0516765f7d6ce5aa297c30,BeehoonVermicelliMeesua_400-499g_NonHalal_NonHealthy,-4.726696,-3.487148,-4.664621,9.260031,-0.8946877,-4.7445345,-2.303286,-3.0040803,-6.9814167,-5.570301,-3.1761389,-3.6528146,-4.054026,-5.514519,-2.6753173,-6.1632857,-1.8611045,-0.77254707,1.6780039,-3.098562,-2.6890619,-2.2371607,-3.5422232,-3.7888618,-3.7484622,-2.1341999,-3.017726,0.6415781,-2.3331883,-0.02217174,-3.9017067,-3.0918322,-3.1094272,-1.8331885,-4.4412627,-2.240515,-2.586451,-6.148143,-1.3835474,-2.1421359,-1.8850096,-3.361159,-0.9068344,-0.05688498,-4.368695,0.10929662,-3.1518207,-3.8630376,7.8842235,-2.0318506,-4.144517,-4.9012427,-2.4951942,-5.2615128,-2.8673506,2.9930491,-4.952014,4.8478575
20231215_output_frame_0007,Book_1-99g_NonHalal_NonHealthy,-3.1431046,-3.3908474,-3.510174,-3.5140793,0.74229443,7.5192227,-4.704466,-4.3539386,-4.292473,-5.6203837,-4.1264906,-3.7902617,0.9112945,-2.6143308,-3.2468176,-5.847484,-2.014349,-5.2464333,-3.0550623,-3.1387715,-3.42938,-2.5784032,-4.3558807,-1.9350108,-3.8731275,-3.2404356,-4.1638856,-4.1715546,-3.067455,-0.04682728,-3.5667882,-0.73593706,1.2914642,-1.3484964,2.4463894,-3.230807,-4.143851,-4.7256284,-3.347219,-1.8960211,-2.2832575,-0.52904284,8.039756,-0.16069998,-2.2277696,-2.5335543,-4.1740823,-4.7042055,2.2159898,-1.2448127,-4.246465,-3.8547068,-3.4377692,-4.047601,-3.3572278,2.637804,-3.3454368,2.5524457
IMG_3337_jpeg.rf.2e49cde853ff0c073ddbdbc928aa3303,Nuts_1-99g_Halal_Healthy,-1.4098923,-1.2209375,-1.1609943,0.46131906,-2.7678685,-1.2312214,-0.30405962,-4.558678,-1.752912,-1.505408,-3.1166868,-2.3031802,-4.4496307,0.14193687,-3.666018,-5.1517,-2.8384972,-3.0608184,-2.6796029,-1.6790901,-2.108443,-2.6492236,-5.6756825,7.3416276,-3.222915,-1.7776073,-5.0517535,-3.1061199,-2.202178,-3.2279203,-4.2800074,-3.3798804,0.71995366,-2.4949756,-0.6438311,-3.8433008,-4.84459,-3.227393,-3.593226,-3.0306838,-2.0867503,-4.140966,5.8382564,-0.15683419,-3.2574637,-3.25643,-0.43675175,-4.8378615,0.028963394,-1.7645233,-3.3049483,-2.6531622,-3.4117239,-1.158424,2.7839923,-3.5185506,2.8858788,-2.749793
IMG_0075_jpeg.rf.8e605f291a33bbc6f078faffeb802025,PotatochipsKeropok_1-99g_NonHalal_NonHealthy,-1.8754871,-2.462674,-3.928214,0.5160495,-0.5946315,-2.0091243,-3.1568148,-5.7543907,-4.0725336,-4.634518,-2.7421925,-3.1356127,-3.4660013,-3.8295867,-2.163208,-6.577331,-1.3563386,-3.3084776,-0.87569,-3.6017118,-1.8772883,-4.02212,-4.147967,-0.268229,-3.2644753,-3.0783718,-3.9337046,-3.1261363,-2.446231,-1.4909031,-4.3941183,-3.2680252,7.24762,-3.8298163,-3.869038,-1.8641033,-4.86593,-6.3990273,-2.8708045,-1.0623395,-1.271656,-3.8138256,7.194173,-1.7095656,-2.1832995,-1.2396444,-0.6911341,-4.3305407,-0.15859565,-1.3501632,-4.3442364,-5.2844152,-2.9205284,-4.9244294,-3.863268,3.120265,-4.530023,4.270809
