prd_type,xmin,ymin,xmax,ymax,filename,tmp_img_file_path,halal
cookies_400g-499g,79,182,260,382,Cookies_400-499g_0311_NonHalal_5.png,cookies_400g-499g/Cookies_400-499g_0311_NonHalal_5.png,N
cookies_400g-499g,108,221,620,787,cookies_400g-499g_a1.png,cookies_400g-499g/cookies_400g-499g_a1.png,N
cookies_400g-499g,121,304,616,826,cookies_400g-499g_a2.png,cookies_400g-499g/cookies_400g-499g_a2.png,N
cookies_400g-499g,114,268,608,791,cookies_400g-499g_a3.png,cookies_400g-499g/cookies_400g-499g_a3.png,N
cookies_400g-499g,101,235,610,770,cookies_400g-499g_a4.png,cookies_400g-499g/cookies_400g-499g_a4.png,N
cookies_400g-499g,114,264,614,805,cookies_400g-499g_a5.png,cookies_400g-499g/cookies_400g-499g_a5.png,N
cookies_400g-499g,114,40,426,412,cookies_400g-499g_c1.png,cookies_400g-499g/cookies_400g-499g_c1.png,N
cookies_400g-499g,88,94,381,359,cookies_400g-499g_d1.png,cookies_400g-499g/cookies_400g-499g_d1.png,N
cookies_400g-499g,87,110,372,350,cookies_400g-499g_d2.png,cookies_400g-499g/cookies_400g-499g_d2.png,N
cookies_400g-499g,84,117,370,366,cookies_400g-499g_d3.png,cookies_400g-499g/cookies_400g-499g_d3.png,N
cookies_400g-499g,92,104,377,357,cookies_400g-499g_d4.png,cookies_400g-499g/cookies_400g-499g_d4.png,N
cookies_400g-499g,96,124,369,371,cookies_400g-499g_d5.png,cookies_400g-499g/cookies_400g-499g_d5.png,N
cookies_400g-499g,310,202,664,537,cookies_400g-499g_e1.png,cookies_400g-499g/cookies_400g-499g_e1.png,N
cookies_400g-499g,287,155,732,577,cookies_400g-499g_e2.png,cookies_400g-499g/cookies_400g-499g_e2.png,N
cookies_400g-499g,294,187,655,574,cookies_400g-499g_e3.png,cookies_400g-499g/cookies_400g-499g_e3.png,N
cookies_400g-499g,330,214,720,575,cookies_400g-499g_e4.png,cookies_400g-499g/cookies_400g-499g_e4.png,N
cookies_400g-499g,359,299,749,569,cookies_400g-499g_e5.png,cookies_400g-499g/cookies_400g-499g_e5.png,N
cookies_500g-599g,22,155,291,217,Cookies_500-599g_0311_NonHalal_1.png,cookies_500g-599g/Cookies_500-599g_0311_NonHalal_1.png,N
cookies_500g-599g,46,173,301,242,Cookies_500-599g_0311_NonHalal_2.png,cookies_500g-599g/Cookies_500-599g_0311_NonHalal_2.png,N
cookies_500g-599g,26,165,276,240,Cookies_500-599g_0311_NonHalal_3.png,cookies_500g-599g/Cookies_500-599g_0311_NonHalal_3.png,N
cookies_500g-599g,28,128,280,200,Cookies_500-599g_0311_NonHalal_4.png,cookies_500g-599g/Cookies_500-599g_0311_NonHalal_4.png,N
cookies_500g-599g,23,306,280,372,Cookies_500-599g_0311_NonHalal_5.png,cookies_500g-599g/Cookies_500-599g_0311_NonHalal_5.png,N
cookies_500g-599g,53,232,949,458,cookies_500g-599g_a1.png,cookies_500g-599g/cookies_500g-599g_a1.png,N
cookies_500g-599g,73,206,916,413,cookies_500g-599g_a2.png,cookies_500g-599g/cookies_500g-599g_a2.png,N
cookies_500g-599g,70,204,960,431,cookies_500g-599g_a3.png,cookies_500g-599g/cookies_500g-599g_a3.png,N
cookies_500g-599g,77,197,895,378,cookies_500g-599g_a4.png,cookies_500g-599g/cookies_500g-599g_a4.png,N
cookies_500g-599g,115,229,928,436,cookies_500g-599g_a5.png,cookies_500g-599g/cookies_500g-599g_a5.png,N
cookies_500g-599g,42,463,851,668,cookies_500g-599g_b1.png,cookies_500g-599g/cookies_500g-599g_b1.png,N
cookies_500g-599g,37,39,653,196,cookies_500g-599g_d1.png,cookies_500g-599g/cookies_500g-599g_d1.png,N
cookies_500g-599g,49,37,679,190,cookies_500g-599g_d2.png,cookies_500g-599g/cookies_500g-599g_d2.png,N
cookies_500g-599g,58,34,680,185,cookies_500g-599g_d3.png,cookies_500g-599g/cookies_500g-599g_d3.png,N
cookies_500g-599g,48,44,664,201,cookies_500g-599g_d4.png,cookies_500g-599g/cookies_500g-599g_d4.png,N
cookies_500g-599g,58,41,664,198,cookies_500g-599g_d5.png,cookies_500g-599g/cookies_500g-599g_d5.png,N
cookies_500g-599g,166,282,1016,442,cookies_500g-599g_e1.png,cookies_500g-599g/cookies_500g-599g_e1.png,N
cookies_500g-599g,187,229,981,397,cookies_500g-599g_e2.png,cookies_500g-599g/cookies_500g-599g_e2.png,N
cookies_500g-599g,150,350,824,505,cookies_500g-599g_e3.png,cookies_500g-599g/cookies_500g-599g_e3.png,N
cookies_500g-599g,126,194,1039,416,cookies_500g-599g_e4.png,cookies_500g-599g/cookies_500g-599g_e4.png,N
cookies_500g-599g,232,286,926,435,cookies_500g-599g_e5.png,cookies_500g-599g/cookies_500g-599g_e5.png,N
cookies_600g-699g,51,132,242,346,Cookies_600-699g_0311_Halal_1.png,cookies_600g-699g/Cookies_600-699g_0311_Halal_1.png,Y
cookies_600g-699g,80,130,278,342,Cookies_600-699g_0311_Halal_2.png,cookies_600g-699g/Cookies_600-699g_0311_Halal_2.png,Y
cookies_600g-699g,72,166,233,364,Cookies_600-699g_0311_Halal_3.png,cookies_600g-699g/Cookies_600-699g_0311_Halal_3.png,Y
cookies_600g-699g,57,143,239,303,Cookies_600-699g_0311_Halal_4.png,cookies_600g-699g/Cookies_600-699g_0311_Halal_4.png,Y
cookies_600g-699g,92,238,239,381,Cookies_600-699g_0311_Halal_5.png,cookies_600g-699g/Cookies_600-699g_0311_Halal_5.png,Y
cookies_600g-699g,84,289,636,818,cookies_600g-699g_a1.png,cookies_600g-699g/cookies_600g-699g_a1.png,Y
cookies_600g-699g,104,262,638,766,cookies_600g-699g_a2.png,cookies_600g-699g/cookies_600g-699g_a2.png,Y
cookies_600g-699g,85,250,588,717,cookies_600g-699g_a3.png,cookies_600g-699g/cookies_600g-699g_a3.png,Y
cookies_600g-699g,112,214,612,731,cookies_600g-699g_a4.png,cookies_600g-699g/cookies_600g-699g_a4.png,Y
cookies_600g-699g,71,201,540,702,cookies_600g-699g_a5.png,cookies_600g-699g/cookies_600g-699g_a5.png,Y
cookies_600g-699g,390,25,1298,1094,cookies_600g-699g_c1.png,cookies_600g-699g/cookies_600g-699g_c1.png,Y
cookies_600g-699g,49,90,316,381,cookies_600g-699g_d1.png,cookies_600g-699g/cookies_600g-699g_d1.png,Y
cookies_600g-699g,47,78,302,371,cookies_600g-699g_d2.png,cookies_600g-699g/cookies_600g-699g_d2.png,Y
cookies_600g-699g,58,81,315,367,cookies_600g-699g_d3.png,cookies_600g-699g/cookies_600g-699g_d3.png,Y
cookies_600g-699g,75,102,310,376,cookies_600g-699g_d4.png,cookies_600g-699g/cookies_600g-699g_d4.png,Y
cookies_600g-699g,52,84,291,367,cookies_600g-699g_d5.png,cookies_600g-699g/cookies_600g-699g_d5.png,Y
cookies_600g-699g,307,55,704,519,cookies_600g-699g_e1.png,cookies_600g-699g/cookies_600g-699g_e1.png,Y
cookies_600g-699g,229,58,658,565,cookies_600g-699g_e2.png,cookies_600g-699g/cookies_600g-699g_e2.png,Y
cookies_600g-699g,265,67,711,560,cookies_600g-699g_e3.png,cookies_600g-699g/cookies_600g-699g_e3.png,Y
cookies_600g-699g,186,114,647,591,cookies_600g-699g_e4.png,cookies_600g-699g/cookies_600g-699g_e4.png,Y
cookies_600g-699g,268,66,689,554,cookies_600g-699g_e5.png,cookies_600g-699g/cookies_600g-699g_e5.png,Y
crackers_100g-199g,63,76,226,308,Crackers_100-199g_0311_Halal_1.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_1.png,Y
crackers_100g-199g,75,95,239,231,Crackers_100-199g_0311_Halal_10.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_10.png,Y
crackers_100g-199g,73,90,244,353,Crackers_100-199g_0311_Halal_11.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_11.png,Y
crackers_100g-199g,62,86,201,337,Crackers_100-199g_0311_Halal_12.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_12.png,Y
crackers_100g-199g,58,68,220,312,Crackers_100-199g_0311_Halal_13.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_13.png,Y
crackers_100g-199g,54,45,248,272,Crackers_100-199g_0311_Halal_14.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_14.png,Y
crackers_100g-199g,73,181,224,332,Crackers_100-199g_0311_Halal_15.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_15.png,Y
crackers_100g-199g,105,52,264,343,Crackers_100-199g_0311_Halal_2.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_2.png,Y
crackers_100g-199g,69,93,205,343,Crackers_100-199g_0311_Halal_3.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_3.png,Y
crackers_100g-199g,71,114,227,313,Crackers_100-199g_0311_Halal_4.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_4.png,Y
crackers_100g-199g,97,209,228,364,Crackers_100-199g_0311_Halal_5.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_5.png,Y
crackers_100g-199g,60,102,230,342,Crackers_100-199g_0311_Halal_6.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_6.png,Y
crackers_100g-199g,47,66,199,304,Crackers_100-199g_0311_Halal_7.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_7.png,Y
crackers_100g-199g,68,79,212,306,Crackers_100-199g_0311_Halal_8.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_8.png,Y
crackers_100g-199g,67,136,211,346,Crackers_100-199g_0311_Halal_9.png,crackers_100g-199g/Crackers_100-199g_0311_Halal_9.png,Y
crackers_100g-199g,41,293,289,383,Crackers_100-199g_0311_NonHalal_1.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_1.png,N
crackers_100g-199g,34,258,247,342,Crackers_100-199g_0311_NonHalal_10.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_10.png,N
crackers_100g-199g,34,169,272,278,Crackers_100-199g_0311_NonHalal_11.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_11.png,N
crackers_100g-199g,90,158,275,261,Crackers_100-199g_0311_NonHalal_12.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_12.png,N
crackers_100g-199g,26,140,211,260,Crackers_100-199g_0311_NonHalal_13.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_13.png,N
crackers_100g-199g,22,125,270,210,Crackers_100-199g_0311_NonHalal_14.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_14.png,N
crackers_100g-199g,69,303,271,392,Crackers_100-199g_0311_NonHalal_15.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_15.png,N
crackers_100g-199g,95,81,217,333,Crackers_100-199g_0311_NonHalal_16.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_16.png,N
crackers_100g-199g,141,101,269,320,Crackers_100-199g_0311_NonHalal_17.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_17.png,N
crackers_100g-199g,75,108,202,351,Crackers_100-199g_0311_NonHalal_18.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_18.png,N
crackers_100g-199g,84,125,199,278,Crackers_100-199g_0311_NonHalal_19.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_19.png,N
crackers_100g-199g,31,106,287,208,Crackers_100-199g_0311_NonHalal_2.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_2.png,N
crackers_100g-199g,124,232,209,379,Crackers_100-199g_0311_NonHalal_20.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_20.png,N
crackers_100g-199g,31,158,267,245,Crackers_100-199g_0311_NonHalal_21.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_21.png,N
crackers_100g-199g,79,169,298,243,Crackers_100-199g_0311_NonHalal_22.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_22.png,N
crackers_100g-199g,23,195,247,319,Crackers_100-199g_0311_NonHalal_23.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_23.png,N
crackers_100g-199g,51,134,280,240,Crackers_100-199g_0311_NonHalal_24.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_24.png,N
crackers_100g-199g,49,306,261,383,Crackers_100-199g_0311_NonHalal_25.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_25.png,N
crackers_100g-199g,65,43,223,369,Crackers_100-199g_0311_NonHalal_26.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_26.png,N
crackers_100g-199g,151,37,263,341,Crackers_100-199g_0311_NonHalal_27.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_27.png,N
crackers_100g-199g,54,55,207,361,Crackers_100-199g_0311_NonHalal_28.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_28.png,N
crackers_100g-199g,81,77,224,313,Crackers_100-199g_0311_NonHalal_29.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_29.png,N
crackers_100g-199g,35,149,248,271,Crackers_100-199g_0311_NonHalal_3.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_3.png,N
crackers_100g-199g,109,173,208,378,Crackers_100-199g_0311_NonHalal_30.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_30.png,N
crackers_100g-199g,109,45,196,356,Crackers_100-199g_0311_NonHalal_31.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_31.png,N
crackers_100g-199g,148,42,243,355,Crackers_100-199g_0311_NonHalal_32.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_32.png,N
crackers_100g-199g,101,55,208,366,Crackers_100-199g_0311_NonHalal_33.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_33.png,N
crackers_100g-199g,73,120,215,369,Crackers_100-199g_0311_NonHalal_34.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_34.png,N
crackers_100g-199g,139,151,210,384,Crackers_100-199g_0311_NonHalal_35.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_35.png,N
crackers_100g-199g,79,198,284,285,Crackers_100-199g_0311_NonHalal_4.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_4.png,N
crackers_100g-199g,31,182,275,270,Crackers_100-199g_0311_NonHalal_5.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_5.png,N
crackers_100g-199g,39,164,267,255,Crackers_100-199g_0311_NonHalal_6.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_6.png,N
crackers_100g-199g,83,122,286,223,Crackers_100-199g_0311_NonHalal_7.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_7.png,N
crackers_100g-199g,35,160,236,247,Crackers_100-199g_0311_NonHalal_8.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_8.png,N
crackers_100g-199g,42,145,260,222,Crackers_100-199g_0311_NonHalal_9.png,crackers_100g-199g/Crackers_100-199g_0311_NonHalal_9.png,N
crackers_100g-199g,74,363,843,611,crackers_100g-199g_50.png,crackers_100g-199g/crackers_100g-199g_50.png,N
crackers_100g-199g,32,337,812,612,crackers_100g-199g_51.png,crackers_100g-199g/crackers_100g-199g_51.png,N
crackers_100g-199g,44,272,826,543,crackers_100g-199g_52.png,crackers_100g-199g/crackers_100g-199g_52.png,N
crackers_100g-199g,68,338,839,604,crackers_100g-199g_53.png,crackers_100g-199g/crackers_100g-199g_53.png,N
crackers_100g-199g,61,328,829,580,crackers_100g-199g_54.png,crackers_100g-199g/crackers_100g-199g_54.png,N
crackers_100g-199g,70,278,842,549,crackers_100g-199g_55.png,crackers_100g-199g/crackers_100g-199g_55.png,N
crackers_100g-199g,47,321,825,578,crackers_100g-199g_56.png,crackers_100g-199g/crackers_100g-199g_56.png,N
crackers_100g-199g,68,357,833,619,crackers_100g-199g_57.png,crackers_100g-199g/crackers_100g-199g_57.png,N
crackers_100g-199g,63,360,826,625,crackers_100g-199g_58.png,crackers_100g-199g/crackers_100g-199g_58.png,N
crackers_100g-199g,50,354,810,610,crackers_100g-199g_59.png,crackers_100g-199g/crackers_100g-199g_59.png,N
crackers_100g-199g,225,95,557,969,crackers_100g-199g_60.png,crackers_100g-199g/crackers_100g-199g_60.png,N
crackers_100g-199g,224,57,547,923,crackers_100g-199g_61.png,crackers_100g-199g/crackers_100g-199g_61.png,N
crackers_100g-199g,243,80,572,949,crackers_100g-199g_62.png,crackers_100g-199g/crackers_100g-199g_62.png,N
crackers_100g-199g,231,86,552,949,crackers_100g-199g_63.png,crackers_100g-199g/crackers_100g-199g_63.png,N
crackers_100g-199g,271,78,587,929,crackers_100g-199g_64.png,crackers_100g-199g/crackers_100g-199g_64.png,N
crackers_100g-199g,265,89,572,935,crackers_100g-199g_65.png,crackers_100g-199g/crackers_100g-199g_65.png,N
crackers_100g-199g,240,99,547,927,crackers_100g-199g_66.png,crackers_100g-199g/crackers_100g-199g_66.png,N
crackers_100g-199g,269,81,572,914,crackers_100g-199g_67.png,crackers_100g-199g/crackers_100g-199g_67.png,N
crackers_100g-199g,264,100,570,924,crackers_100g-199g_68.png,crackers_100g-199g/crackers_100g-199g_68.png,N
crackers_100g-199g,248,117,552,936,crackers_100g-199g_69.png,crackers_100g-199g/crackers_100g-199g_69.png,N
crackers_100g-199g,45,169,1498,667,crackers_100g-199g_a1.png,crackers_100g-199g/crackers_100g-199g_a1.png,N
crackers_100g-199g,127,137,1529,797,crackers_100g-199g_a10.png,crackers_100g-199g/crackers_100g-199g_a10.png,N
crackers_100g-199g,126,168,843,1140,crackers_100g-199g_a100.png,crackers_100g-199g/crackers_100g-199g_a100.png,Y
crackers_100g-199g,48,304,1440,840,crackers_100g-199g_a11.png,crackers_100g-199g/crackers_100g-199g_a11.png,N
crackers_100g-199g,153,225,1451,652,crackers_100g-199g_a12.png,crackers_100g-199g/crackers_100g-199g_a12.png,N
crackers_100g-199g,185,204,1392,606,crackers_100g-199g_a13.png,crackers_100g-199g/crackers_100g-199g_a13.png,N
crackers_100g-199g,89,192,1525,852,crackers_100g-199g_a14.png,crackers_100g-199g/crackers_100g-199g_a14.png,N
crackers_100g-199g,76,128,1539,777,crackers_100g-199g_a15.png,crackers_100g-199g/crackers_100g-199g_a15.png,N
crackers_100g-199g,117,211,1453,636,crackers_100g-199g_a16.png,crackers_100g-199g/crackers_100g-199g_a16.png,N
crackers_100g-199g,113,198,1536,829,crackers_100g-199g_a17.png,crackers_100g-199g/crackers_100g-199g_a17.png,N
crackers_100g-199g,194,89,661,1133,crackers_100g-199g_a18.png,crackers_100g-199g/crackers_100g-199g_a18.png,N
crackers_100g-199g,82,164,1531,838,crackers_100g-199g_a19.png,crackers_100g-199g/crackers_100g-199g_a19.png,N
crackers_100g-199g,98,157,1492,642,crackers_100g-199g_a2.png,crackers_100g-199g/crackers_100g-199g_a2.png,N
crackers_100g-199g,95,128,1526,818,crackers_100g-199g_a20.png,crackers_100g-199g/crackers_100g-199g_a20.png,N
crackers_100g-199g,75,204,1464,722,crackers_100g-199g_a21.png,crackers_100g-199g/crackers_100g-199g_a21.png,N
crackers_100g-199g,68,236,1470,734,crackers_100g-199g_a22.png,crackers_100g-199g/crackers_100g-199g_a22.png,N
crackers_100g-199g,51,142,1451,658,crackers_100g-199g_a23.png,crackers_100g-199g/crackers_100g-199g_a23.png,N
crackers_100g-199g,122,102,812,1015,crackers_100g-199g_a24.png,crackers_100g-199g/crackers_100g-199g_a24.png,N
crackers_100g-199g,101,94,813,1063,crackers_100g-199g_a25.png,crackers_100g-199g/crackers_100g-199g_a25.png,N
crackers_100g-199g,82,77,777,997,crackers_100g-199g_a26.png,crackers_100g-199g/crackers_100g-199g_a26.png,N
crackers_100g-199g,77,251,1450,773,crackers_100g-199g_a27.png,crackers_100g-199g/crackers_100g-199g_a27.png,N
crackers_100g-199g,36,216,1462,740,crackers_100g-199g_a28.png,crackers_100g-199g/crackers_100g-199g_a28.png,N
crackers_100g-199g,99,120,806,1055,crackers_100g-199g_a29.png,crackers_100g-199g/crackers_100g-199g_a29.png,N
crackers_100g-199g,107,221,1444,738,crackers_100g-199g_a3.png,crackers_100g-199g/crackers_100g-199g_a3.png,N
crackers_100g-199g,166,87,679,1084,crackers_100g-199g_a30.png,crackers_100g-199g/crackers_100g-199g_a30.png,N
crackers_100g-199g,120,255,1524,841,crackers_100g-199g_a31.png,crackers_100g-199g/crackers_100g-199g_a31.png,N
crackers_100g-199g,76,140,1517,782,crackers_100g-199g_a32.png,crackers_100g-199g/crackers_100g-199g_a32.png,N
crackers_100g-199g,93,88,802,1026,crackers_100g-199g_a33.png,crackers_100g-199g/crackers_100g-199g_a33.png,N
crackers_100g-199g,158,41,656,1041,crackers_100g-199g_a34.png,crackers_100g-199g/crackers_100g-199g_a34.png,N
crackers_100g-199g,163,203,661,1129,crackers_100g-199g_a35.png,crackers_100g-199g/crackers_100g-199g_a35.png,N
crackers_100g-199g,81,185,1524,859,crackers_100g-199g_a36.png,crackers_100g-199g/crackers_100g-199g_a36.png,N
crackers_100g-199g,79,76,817,1058,crackers_100g-199g_a37.png,crackers_100g-199g/crackers_100g-199g_a37.png,N
crackers_100g-199g,83,66,815,1061,crackers_100g-199g_a38.png,crackers_100g-199g/crackers_100g-199g_a38.png,N
crackers_100g-199g,80,114,798,1090,crackers_100g-199g_a39.png,crackers_100g-199g/crackers_100g-199g_a39.png,Y
crackers_100g-199g,77,201,1511,811,crackers_100g-199g_a4.png,crackers_100g-199g/crackers_100g-199g_a4.png,N
crackers_100g-199g,94,69,782,1022,crackers_100g-199g_a40.png,crackers_100g-199g/crackers_100g-199g_a40.png,N
crackers_100g-199g,171,199,643,1136,crackers_100g-199g_a41.png,crackers_100g-199g/crackers_100g-199g_a41.png,N
crackers_100g-199g,168,266,678,1119,crackers_100g-199g_a42.png,crackers_100g-199g/crackers_100g-199g_a42.png,N
crackers_100g-199g,88,107,800,1082,crackers_100g-199g_a43.png,crackers_100g-199g/crackers_100g-199g_a43.png,N
crackers_100g-199g,74,268,1543,621,crackers_100g-199g_a44.png,crackers_100g-199g/crackers_100g-199g_a44.png,N
crackers_100g-199g,182,280,1261,1021,crackers_100g-199g_a45.png,crackers_100g-199g/crackers_100g-199g_a45.png,Y
crackers_100g-199g,84,124,812,1095,crackers_100g-199g_a46.png,crackers_100g-199g/crackers_100g-199g_a46.png,N
crackers_100g-199g,71,89,791,1060,crackers_100g-199g_a47.png,crackers_100g-199g/crackers_100g-199g_a47.png,Y
crackers_100g-199g,190,240,1362,1065,crackers_100g-199g_a48.png,crackers_100g-199g/crackers_100g-199g_a48.png,Y
crackers_100g-199g,191,207,675,1104,crackers_100g-199g_a49.png,crackers_100g-199g/crackers_100g-199g_a49.png,N
crackers_100g-199g,60,122,1497,609,crackers_100g-199g_a5.png,crackers_100g-199g/crackers_100g-199g_a5.png,N
crackers_100g-199g,33,271,1543,671,crackers_100g-199g_a50.png,crackers_100g-199g/crackers_100g-199g_a50.png,N
crackers_100g-199g,129,330,1456,702,crackers_100g-199g_a51.png,crackers_100g-199g/crackers_100g-199g_a51.png,N
crackers_100g-199g,93,280,1483,615,crackers_100g-199g_a52.png,crackers_100g-199g/crackers_100g-199g_a52.png,N
crackers_100g-199g,123,212,623,1086,crackers_100g-199g_a53.png,crackers_100g-199g/crackers_100g-199g_a53.png,N
crackers_100g-199g,92,148,749,1044,crackers_100g-199g_a54.png,crackers_100g-199g/crackers_100g-199g_a54.png,Y
crackers_100g-199g,167,278,1524,615,crackers_100g-199g_a55.png,crackers_100g-199g/crackers_100g-199g_a55.png,N
crackers_100g-199g,166,244,664,1099,crackers_100g-199g_a56.png,crackers_100g-199g/crackers_100g-199g_a56.png,N
crackers_100g-199g,77,267,1465,631,crackers_100g-199g_a57.png,crackers_100g-199g/crackers_100g-199g_a57.png,N
crackers_100g-199g,140,215,632,1080,crackers_100g-199g_a58.png,crackers_100g-199g/crackers_100g-199g_a58.png,N
crackers_100g-199g,96,338,1475,678,crackers_100g-199g_a59.png,crackers_100g-199g/crackers_100g-199g_a59.png,N
crackers_100g-199g,55,244,1435,786,crackers_100g-199g_a6.png,crackers_100g-199g/crackers_100g-199g_a6.png,N
crackers_100g-199g,82,106,764,1011,crackers_100g-199g_a60.png,crackers_100g-199g/crackers_100g-199g_a60.png,Y
crackers_100g-199g,72,352,1400,722,crackers_100g-199g_a61.png,crackers_100g-199g/crackers_100g-199g_a61.png,N
crackers_100g-199g,79,104,783,1027,crackers_100g-199g_a62.png,crackers_100g-199g/crackers_100g-199g_a62.png,Y
crackers_100g-199g,143,338,1349,1114,crackers_100g-199g_a63.png,crackers_100g-199g/crackers_100g-199g_a63.png,Y
crackers_100g-199g,60,347,1589,747,crackers_100g-199g_a64.png,crackers_100g-199g/crackers_100g-199g_a64.png,N
crackers_100g-199g,121,164,768,1059,crackers_100g-199g_a65.png,crackers_100g-199g/crackers_100g-199g_a65.png,Y
crackers_100g-199g,254,248,1238,953,crackers_100g-199g_a66.png,crackers_100g-199g/crackers_100g-199g_a66.png,Y
crackers_100g-199g,57,215,1512,615,crackers_100g-199g_a67.png,crackers_100g-199g/crackers_100g-199g_a67.png,N
crackers_100g-199g,98,258,1488,727,crackers_100g-199g_a68.png,crackers_100g-199g/crackers_100g-199g_a68.png,N
crackers_100g-199g,271,237,1249,918,crackers_100g-199g_a69.png,crackers_100g-199g/crackers_100g-199g_a69.png,Y
crackers_100g-199g,81,191,1481,743,crackers_100g-199g_a7.png,crackers_100g-199g/crackers_100g-199g_a7.png,N
crackers_100g-199g,109,142,777,1067,crackers_100g-199g_a70.png,crackers_100g-199g/crackers_100g-199g_a70.png,Y
crackers_100g-199g,59,87,790,1038,crackers_100g-199g_a71.png,crackers_100g-199g/crackers_100g-199g_a71.png,Y
crackers_100g-199g,139,271,1527,675,crackers_100g-199g_a72.png,crackers_100g-199g/crackers_100g-199g_a72.png,N
crackers_100g-199g,71,166,1505,625,crackers_100g-199g_a73.png,crackers_100g-199g/crackers_100g-199g_a73.png,N
crackers_100g-199g,108,262,1474,708,crackers_100g-199g_a74.png,crackers_100g-199g/crackers_100g-199g_a74.png,N
crackers_100g-199g,106,128,778,1029,crackers_100g-199g_a75.png,crackers_100g-199g/crackers_100g-199g_a75.png,Y
crackers_100g-199g,111,122,786,1052,crackers_100g-199g_a76.png,crackers_100g-199g/crackers_100g-199g_a76.png,Y
crackers_100g-199g,81,117,762,1004,crackers_100g-199g_a77.png,crackers_100g-199g/crackers_100g-199g_a77.png,Y
crackers_100g-199g,189,305,1409,623,crackers_100g-199g_a78.png,crackers_100g-199g/crackers_100g-199g_a78.png,N
crackers_100g-199g,89,221,1296,1057,crackers_100g-199g_a79.png,crackers_100g-199g/crackers_100g-199g_a79.png,Y
crackers_100g-199g,93,261,1531,805,crackers_100g-199g_a8.png,crackers_100g-199g/crackers_100g-199g_a8.png,N
crackers_100g-199g,57,206,1500,663,crackers_100g-199g_a80.png,crackers_100g-199g/crackers_100g-199g_a80.png,N
crackers_100g-199g,97,275,1507,752,crackers_100g-199g_a81.png,crackers_100g-199g/crackers_100g-199g_a81.png,N
crackers_100g-199g,83,303,1532,774,crackers_100g-199g_a82.png,crackers_100g-199g/crackers_100g-199g_a82.png,N
crackers_100g-199g,93,338,1487,784,crackers_100g-199g_a83.png,crackers_100g-199g/crackers_100g-199g_a83.png,N
crackers_100g-199g,107,239,1507,710,crackers_100g-199g_a84.png,crackers_100g-199g/crackers_100g-199g_a84.png,N
crackers_100g-199g,83,253,1530,737,crackers_100g-199g_a85.png,crackers_100g-199g/crackers_100g-199g_a85.png,N
crackers_100g-199g,82,186,735,997,crackers_100g-199g_a86.png,crackers_100g-199g/crackers_100g-199g_a86.png,Y
